,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1202,1203,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,50.0,6000,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Brookside,Normal,Normal,1Fam,One and one-half story: 2nd level finished,Average,Average,1925,1997,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical,Typical,No,Unfinshed,0,Unfinshed,0,884,884,Gas forced warm air furnace,Excellent,Yes,SBrkr,884,464,0,1348,1,0,1,0,3,1,Typical/Average,5,Typ,1,Fa,Detchd,1960.0,Unf,1,216,TA,TA,Dirt/Gravel,0,0,208,0,0,0,No Pool,No Fence,None,0,5,2009,Warranty Deed - Conventional,Normal,117000
1203,1204,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,75.0,9750,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,1Fam,One story,Good,Good,2000,2001,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,171.0,Good,Average/Typical,Poured Contrete,Good,Typical,No,Unfinshed,0,Unfinshed,0,1630,1630,Gas forced warm air furnace,Excellent,Yes,SBrkr,1630,0,0,1630,0,0,2,0,3,1,Good,6,Typ,1,TA,Attchd,2000.0,Unf,2,451,TA,TA,Paved,74,234,0,0,0,0,No Pool,No Fence,None,0,10,2009,Warranty Deed - Conventional,Normal,213000
1204,1205,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,78.0,10140,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northwest Ames,Normal,Normal,1Fam,One story,Average,Average,1975,1975,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Cinder Block,Good,Typical,No,Average Living Quarters,788,Unfinshed,0,268,1056,Gas forced warm air furnace,Excellent,Yes,SBrkr,1074,0,0,1074,1,0,1,1,3,1,Typical/Average,6,Typ,0,No Fireplace,Attchd,1975.0,RFn,2,495,TA,TA,Paved,0,88,0,0,0,0,No Pool,Minimum Privacy,None,0,7,2006,Warranty Deed - Conventional,Normal,153500
1205,1206,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,90.0,14684,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Sawyer West,Normal,Normal,1Fam,One story,Good,Good,1990,1991,Hip,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,234.0,Good,Average/Typical,Cinder Block,Good,Typical,Mn,Average Living Quarters,485,Below Average Living Quarters,177,1496,2158,Gas forced warm air furnace,Good,Yes,SBrkr,2196,0,0,2196,0,0,2,0,3,1,Good,7,Typ,1,TA,Attchd,1990.0,RFn,3,701,TA,TA,Paved,84,70,0,0,0,0,No Pool,No Fence,None,0,6,2009,Warranty Deed - Conventional,Normal,271900
1206,1207,1-STORY 1946 & NEWER ALL STYLES,Residential High Density,70.04995836802665,8900,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer West,Normal,Normal,1Fam,One story,Below Average,Below Average,1966,1966,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Average Rec Room,1056,Unfinshed,0,0,1056,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1056,0,0,1056,1,0,1,0,2,1,Typical/Average,5,Typ,0,No Fireplace,Detchd,1966.0,Unf,1,384,TA,TA,Paved,0,42,0,0,0,0,No Pool,Minimum Privacy,None,0,11,2006,Warranty Deed - Conventional,Normal,107000
1207,1208,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.0,9135,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,1Fam,One story,Above Average,Above Average,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,120.0,Good,Average/Typical,Poured Contrete,Good,Typical,Av,Good Living Quarters,340,Unfinshed,0,1342,1682,Gas forced warm air furnace,Excellent,Yes,SBrkr,1700,0,0,1700,1,0,2,0,3,1,Good,7,Typ,0,No Fireplace,Attchd,2003.0,RFn,2,544,TA,TA,Paved,192,23,0,0,0,0,No Pool,No Fence,None,0,5,2006,Warranty Deed - Conventional,Normal,200000
1208,1209,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.0,7763,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,1Fam,One story,Average,Average,1962,1980,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Good,Cinder Block,Typical,Typical,No,Average Rec Room,504,Below Average Living Quarters,108,319,931,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1283,0,0,1283,1,0,1,0,3,1,Typical/Average,6,Typ,0,No Fireplace,Detchd,1980.0,Unf,2,506,TA,TA,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,10,2008,Warranty Deed - Conventional,Normal,140000
1209,1210,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,85.0,10182,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Somerset,Within 200' of North-South Railroad,Normal,1Fam,One story,Very Good,Very Good,2006,2006,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,420.0,Good,Average/Typical,Poured Contrete,Excellent,Typical,Mn,Good Living Quarters,1220,Unfinshed,0,440,1660,Gas forced warm air furnace,Excellent,Yes,SBrkr,1660,0,0,1660,1,0,2,0,3,1,Good,8,Typ,1,Gd,Attchd,2006.0,RFn,2,500,TA,TA,Paved,322,50,0,0,0,0,No Pool,No Fence,None,0,5,2006,Home just constructed and sold,Partial,290000
1210,1211,2-STORY 1946 & NEWER,Residential Low Density,70.0,11218,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer West,Normal,Normal,1Fam,Two story,Above Average,Above Average,1992,1992,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good,Typical,No,Unfinshed,0,Unfinshed,0,1055,1055,Gas forced warm air furnace,Excellent,Yes,SBrkr,1055,790,0,1845,0,0,2,1,3,1,Good,8,Typ,1,TA,Attchd,1992.0,RFn,2,462,TA,TA,Paved,635,104,0,0,0,0,No Pool,Good Privacy,Shed,400,5,2010,Warranty Deed - Conventional,Normal,189000
1211,1212,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,152.0,12134,Paved,No alley access,Slightly irregular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Gilbert,Normal,Normal,1Fam,One and one-half story: 2nd level finished,Very Good,Very Good,1988,2005,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Good,Average/Typical,Wood,Good,Typical,Av,Good Living Quarters,427,Unfinshed,0,132,559,Gas forced warm air furnace,Good,Yes,SBrkr,1080,672,0,1752,0,0,2,0,4,1,Typical/Average,8,Typ,0,No Fireplace,Basment,1988.0,RFn,2,492,TA,TA,Paved,325,12,0,0,0,0,No Pool,No Fence,None,0,6,2010,Warranty Deed - Conventional,Normal,164000
1212,1213,1-STORY 1945 & OLDER,Residential Low Density,50.0,9340,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,1Fam,One story,Below Average,Below Average,1941,1950,Hip,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Average Rec Room,344,Unfinshed,0,328,672,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,672,0,0,672,1,0,1,0,2,1,Typical/Average,4,Typ,0,No Fireplace,Attchd,1941.0,Unf,1,234,TA,TA,Dirt/Gravel,0,113,0,0,0,0,No Pool,No Fence,None,0,8,2009,Warranty Deed - Conventional,Normal,113000
1213,1214,SPLIT OR MULTI-LEVEL,Residential Low Density,70.04995836802665,10246,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Sawyer,Normal,Normal,1Fam,Split Level,Below Average,Below Average,1965,2001,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Good,Cinder Block,Typical,Good,Av,Good Living Quarters,648,Unfinshed,0,0,648,Gas forced warm air furnace,Excellent,Yes,SBrkr,960,0,0,960,1,1,0,0,0,1,Typical/Average,3,Typ,0,No Fireplace,Attchd,1965.0,Unf,1,364,TA,TA,Paved,88,0,0,0,0,0,No Pool,No Fence,None,0,5,2006,Warranty Deed - Conventional,Normal,145000
1214,1215,SPLIT FOYER,Residential Low Density,69.0,10205,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,1Fam,Split Foyer,Average,Average,1962,1962,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,Av,Below Average Living Quarters,784,Unfinshed,0,141,925,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,999,0,0,999,1,0,1,0,3,1,Typical/Average,6,Typ,0,No Fireplace,Attchd,1962.0,Unf,1,300,TA,TA,Paved,150,72,0,0,0,0,No Pool,No Fence,None,0,5,2006,Warranty Deed - Conventional,Normal,134500
1215,1216,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,99.0,7094,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Normal,Normal,1Fam,One story,Average,Average,1966,1966,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Average Rec Room,180,Low Quality,374,340,894,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,894,0,0,894,0,0,1,0,3,1,Typical/Average,5,Typ,0,No Fireplace,Detchd,1966.0,RFn,1,384,TA,TA,Paved,0,0,0,0,0,0,No Pool,Minimum Privacy,None,0,5,2007,Warranty Deed - Conventional,Normal,125000
1216,1217,DUPLEX - ALL STYLES AND AGES,Residential Medium Density,68.0,8930,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Adjacent to East-West Railroad,Normal,Duplex,One and one-half story: 2nd level finished,Above Average,Above Average,1978,1978,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,0,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1318,584,0,1902,0,0,2,0,4,2,Typical/Average,8,Typ,0,No Fireplace,Attchd,1978.0,Unf,2,539,TA,TA,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,4,2010,Warranty Deed - Conventional,Normal,112000
1217,1218,1-STORY 1946 & NEWER ALL STYLES,Floating Village Residential,72.0,8640,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,1Fam,One story,Very Good,Very Good,2009,2009,Gable,Standard (Composite) Shingle,Cement Board,CmentBd,Stone,72.0,Good,Average/Typical,Poured Contrete,Good,Typical,Mn,Good Living Quarters,936,Unfinshed,0,364,1300,Gas forced warm air furnace,Excellent,Yes,SBrkr,1314,0,0,1314,1,0,2,0,3,1,Good,6,Typ,0,No Fireplace,Attchd,2009.0,RFn,2,552,TA,TA,Paved,135,112,0,0,0,0,No Pool,No Fence,None,0,9,2009,Home just constructed and sold,Partial,229456
1218,1219,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,52.0,6240,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Normal,Normal,1Fam,One and one-half story: 2nd level finished,Below Average,Below Average,1947,1950,Gable,Standard (Composite) Shingle,Asbestos Shingles,Asbestos Shingles,None,0.0,Average/Typical,Average/Typical,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,0,Gas forced warm air furnace,Good,No,SBrkr,672,240,0,912,0,0,1,0,2,1,Typical/Average,3,Typ,0,No Fireplace,No Garage,0.0,No Garage,0,0,No Garage,No Garage,Dirt/Gravel,0,0,0,0,0,0,No Pool,No Fence,None,0,7,2006,Warranty Deed - Conventional,Normal,80500
1219,1220,2-STORY PUD - 1946 & NEWER,Residential Medium Density,21.0,1680,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Briardale,Normal,Normal,Twnhs,Two story,Above Average,Above Average,1971,1971,Gable,Standard (Composite) Shingle,Cement Board,CmentBd,Brick Face,236.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Unfinshed,0,Unfinshed,0,672,672,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,672,546,0,1218,0,0,1,1,3,1,Typical/Average,7,Typ,0,No Fireplace,No Garage,0.0,No Garage,0,0,No Garage,No Garage,Dirt/Gravel,201,0,0,0,0,0,No Pool,No Fence,None,0,4,2006,Warranty Deed - Conventional,Abnorml,91500
1220,1221,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,66.0,7800,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,1Fam,One story,Average,Average,1964,1964,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Average Rec Room,312,Low Quality,600,0,912,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,912,0,0,912,0,0,1,0,2,1,Typical/Average,5,Typ,0,No Fireplace,Attchd,1964.0,Unf,1,288,TA,TA,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,11,2006,Warranty Deed - Conventional,Abnorml,115000
1221,1222,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,55.0,8250,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Adjacent to feeder street,Normal,1Fam,One story,Average,Average,1968,1968,Hip,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Below Average Living Quarters,250,Low Quality,492,210,952,Gas forced warm air furnace,Excellent,Yes,SBrkr,1211,0,0,1211,0,0,1,0,3,1,Typical/Average,5,Typ,1,TA,Attchd,1968.0,Unf,1,322,TA,TA,Paved,0,63,0,0,0,0,No Pool,No Fence,None,0,8,2008,Warranty Deed - Conventional,Normal,134000
1222,1223,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,78.0,10496,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Adjacent to arterial street,Normal,1Fam,One and one-half story: 2nd level finished,Above Average,Above Average,1949,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,Brick Face,320.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,Mn,Average Rec Room,196,Unfinshed,0,844,1040,Gas forced warm air furnace,Excellent,Yes,SBrkr,1168,678,0,1846,0,0,2,0,3,1,Typical/Average,7,Typ,1,Gd,Attchd,1949.0,Unf,1,315,TA,TA,Paved,0,0,0,0,0,0,No Pool,Good Wood,None,0,1,2007,Warranty Deed - Conventional,Normal,143000
1223,1224,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,89.0,10680,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,1Fam,One story,Average,Average,1951,1951,Hip,Standard (Composite) Shingle,Wood Siding,Wood Siding,Brick Face,44.0,Average/Typical,Average/Typical,Cinder Block,Typical,Fair,No,Low Quality,756,Unfinshed,0,1380,2136,Gas forced warm air furnace,Average/Typical,No,FuseA,2136,0,0,2136,0,0,2,0,4,1,Typical/Average,7,Mod,0,No Fireplace,Detchd,1951.0,Unf,2,528,TA,TA,Paved,0,30,0,0,0,0,No Pool,Minimum Privacy,None,0,10,2006,Warranty Deed - Conventional,Normal,137900
1224,1225,2-STORY 1946 & NEWER,Residential Low Density,60.0,15384,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Adjacent to North-South Railroad,Normal,1Fam,Two story,Good,Good,2004,2005,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good,Typical,Av,Good Living Quarters,724,Unfinshed,0,64,788,Gas forced warm air furnace,Excellent,Yes,SBrkr,788,702,0,1490,1,0,2,1,3,1,Good,8,Typ,1,Gd,Attchd,2004.0,Fin,2,388,TA,TA,Paved,100,75,0,0,0,0,No Pool,No Fence,None,0,2,2008,Warranty Deed - Conventional,Normal,184000
1225,1226,SPLIT OR MULTI-LEVEL,Residential Low Density,65.0,10482,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,1Fam,Split Level,Above Average,Above Average,1958,1958,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,63.0,Average/Typical,Good,Cinder Block,Typical,Typical,Av,Good Living Quarters,507,Unfinshed,0,81,588,Gas forced warm air furnace,Excellent,Yes,SBrkr,1138,0,0,1138,0,1,1,0,3,1,Typical/Average,6,Typ,0,No Fireplace,Attchd,1958.0,RFn,1,264,TA,TA,Paved,224,0,0,0,0,0,No Pool,Minimum Wood/Wire,None,0,6,2007,Warranty Deed - Conventional,Normal,145000
1226,1227,2-STORY 1946 & NEWER,Residential Low Density,86.0,14598,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Somerset,Adjacent to feeder street,Normal,1Fam,Two story,Above Average,Above Average,2007,2007,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,74.0,Good,Average/Typical,Poured Contrete,Good,Typical,Mn,Unfinshed,0,Unfinshed,0,894,894,Gas forced warm air furnace,Excellent,Yes,SBrkr,894,1039,0,1933,0,0,2,1,4,1,Good,9,Typ,1,Gd,BuiltIn,2007.0,Fin,3,668,TA,TA,Paved,100,18,0,0,0,0,No Pool,No Fence,None,0,1,2008,Warranty Deed - Conventional,Normal,214000
1227,1228,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,72.0,8872,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,NAmes,Normal,Normal,1Fam,One story,Average,Average,1965,2008,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,300.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Average Living Quarters,595,Unfinshed,0,317,912,Gas forced warm air furnace,Excellent,Yes,SBrkr,912,0,0,912,1,0,1,0,2,1,Good,5,Typ,0,No Fireplace,Detchd,1992.0,Unf,2,576,TA,TA,Paved,0,240,0,0,0,0,No Pool,No Fence,None,0,12,2008,Warranty Deed - Conventional,Normal,147000
1228,1229,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,65.0,8769,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Northridge Heights,Normal,Normal,TwnhsE,One story,Excellent,Excellent,2008,2008,Hip,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,766.0,Excellent,Average/Typical,Poured Contrete,Excellent,Typical,No,Good Living Quarters,1540,Unfinshed,0,162,1702,Gas forced warm air furnace,Excellent,Yes,SBrkr,1702,0,0,1702,1,0,1,1,1,1,Excellent,7,Typ,1,Gd,Attchd,2008.0,Fin,3,1052,TA,TA,Paved,0,72,0,0,224,0,No Pool,No Fence,None,0,10,2008,Home just constructed and sold,Partial,367294
1229,1230,SPLIT OR MULTI-LEVEL,Residential Low Density,70.0,7910,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,1Fam,Split Level,Average,Average,1960,1960,Hip,Standard (Composite) Shingle,Brick Face,Hard Board,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Average Living Quarters,666,Unfinshed,0,409,1075,Gas forced warm air furnace,Good,Yes,SBrkr,1507,0,0,1507,0,0,2,0,4,1,Typical/Average,7,Maj1,0,No Fireplace,Basment,1960.0,Unf,1,404,TA,TA,Paved,0,0,0,0,0,0,No Pool,Good Wood,None,0,8,2008,Warranty Deed - Conventional,Normal,127000
1230,1231,DUPLEX - ALL STYLES AND AGES,Residential Low Density,70.04995836802665,18890,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Adjacent to feeder street,Adjacent to East-West Railroad,Duplex,One and one-half story: 2nd level finished,Average,Average,1977,1977,Shed,Standard (Composite) Shingle,Plywood,Plywood,None,1.0,Average/Typical,Average/Typical,Cinder Block,Good,Typical,No,Good Living Quarters,498,Average Rec Room,211,652,1361,Gas forced warm air furnace,Excellent,Yes,SBrkr,1361,1259,0,2620,0,0,2,2,4,2,Typical/Average,12,Typ,1,TA,BuiltIn,1977.0,RFn,2,600,TA,TA,Dirt/Gravel,155,24,145,0,0,0,No Pool,No Fence,Gar2,8300,8,2007,Warranty Deed - Conventional,Normal,190000
1231,1232,DUPLEX - ALL STYLES AND AGES,Residential Low Density,70.0,7728,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,Duplex,Split Level,Average,Average,1962,1962,Hip,Standard (Composite) Shingle,Wood Siding,Wood Siding,Brick Face,120.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,Av,Average Living Quarters,803,Unfinshed,0,303,1106,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1190,0,0,1190,1,0,1,0,3,1,Typical/Average,6,Typ,0,No Fireplace,Attchd,1962.0,Unf,2,540,TA,TA,Paved,0,18,0,0,0,0,No Pool,Good Wood,None,0,5,2006,Warranty Deed - Conventional,Normal,132500
1232,1233,DUPLEX - ALL STYLES AND AGES,Residential Low Density,70.0,9842,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of property,Gentle slope,NAmes,Normal,Normal,Duplex,One story,Below Average,Below Average,1962,1962,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,0,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1224,0,0,1224,0,0,2,0,2,2,Typical/Average,6,Typ,0,No Fireplace,CarPort,1962.0,Unf,2,462,TA,TA,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,3,2007,Warranty Deed - Conventional,Normal,101800
1233,1234,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.04995836802665,12160,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,1Fam,One story,Average,Average,1959,1959,Hip,Standard (Composite) Shingle,Plywood,Plywood,Brick Face,180.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Average Rec Room,1000,Unfinshed,0,188,1188,Gas forced warm air furnace,Fair,Yes,SBrkr,1188,0,0,1188,1,0,1,0,3,1,Typical/Average,6,Typ,0,No Fireplace,Attchd,1959.0,RFn,2,531,TA,TA,Paved,0,0,0,0,0,0,No Pool,Minimum Privacy,None,0,5,2010,Court Officer Deed/Estate,Abnorml,142000
1234,1235,2-STORY 1945 & OLDER,Residential High Density,55.0,8525,Paved,No alley access,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,South & West of Iowa State University,Normal,Normal,1Fam,Two story,Average,Average,1911,1950,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Typical,Typical,Av,Unfinshed,0,Unfinshed,0,940,940,Gas forced warm air furnace,Average/Typical,No,FuseA,1024,940,0,1964,0,0,1,1,4,1,Typical/Average,7,Typ,0,No Fireplace,No Garage,0.0,No Garage,0,0,No Garage,No Garage,Dirt/Gravel,0,192,0,0,0,0,No Pool,No Fence,None,0,11,2008,Warranty Deed - Conventional,Abnorml,130000
1235,1236,2-STORY 1945 & OLDER,Residential Low Density,96.0,13132,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Crawford,Normal,Normal,1Fam,Two story,Average,Average,1914,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Good,Typical,Mn,Unfinshed,0,Unfinshed,0,747,747,Gas forced warm air furnace,Good,Yes,FuseF,892,892,0,1784,0,0,1,1,4,1,Typical/Average,9,Typ,0,No Fireplace,Detchd,1914.0,Unf,1,180,Fa,Fa,Dirt/Gravel,203,40,0,0,0,0,No Pool,No Fence,None,0,7,2006,Warranty Deed - Conventional,Normal,138887
1236,1237,2-STORY PUD - 1946 & NEWER,Residential Low Density,36.0,2628,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Twnhs,Two story,Good,Good,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,Wd Shng,Stone,106.0,Good,Average/Typical,Poured Contrete,Good,Typical,No,Unfinshed,0,Unfinshed,0,764,764,Gas forced warm air furnace,Excellent,Yes,SBrkr,764,862,0,1626,0,0,2,1,2,1,Good,6,Typ,0,No Fireplace,BuiltIn,2003.0,RFn,2,474,TA,TA,Paved,0,27,0,0,0,0,No Pool,No Fence,None,0,6,2010,Warranty Deed - Conventional,Normal,175500
